call_id,date,week_start,hour,agent_id,agent_name,channel,duration_minutes,wait_time_minutes,resolved,customer_satisfaction
14208,2025-05-14,2025-05-12,10,101,Alice Johnson,Phone,23.28,0.21,True,4
14209,2025-05-14,2025-05-12,16,102,Bob Smith,Phone,20.05,0.31,False,2
14210,2025-05-14,2025-05-12,12,103,Carol White,Phone,17.91,0.76,True,4
14211,2025-05-14,2025-05-12,12,106,Frank Miller,Phone,16.86,7.04,False,3
14212,2025-05-14,2025-05-12,9,104,David Brown,Email,16.46,10.43,True,1
14213,2025-05-14,2025-05-12,15,102,Bob Smith,Chat,15.88,7.41,False,1
14214,2025-05-14,2025-05-12,15,106,Frank Miller,Phone,19.12,2.43,True,2
14215,2025-05-14,2025-05-12,19,104,David Brown,Chat,17.75,4.6,True,2
14216,2025-05-14,2025-05-12,9,103,Carol White,Email,15.19,6.32,True,3
14217,2025-05-14,2025-05-12,12,105,Emma Davis,Chat,8.68,0.76,False,2
14218,2025-05-14,2025-05-12,14,102,Bob Smith,WhatsApp,9.19,3.63,True,1
14219,2025-05-14,2025-05-12,19,104,David Brown,Phone,17.72,2.36,True,4
14220,2025-05-14,2025-05-12,16,105,Emma Davis,WhatsApp,17.63,7.73,True,1
14221,2025-05-14,2025-05-12,8,102,Bob Smith,WhatsApp,12.41,5.25,True,3
14222,2025-05-14,2025-05-12,17,103,Carol White,Email,9.61,3.12,True,1
14223,2025-05-14,2025-05-12,12,106,Frank Miller,Chat,2.68,5.45,False,3
14224,2025-05-14,2025-05-12,17,104,David Brown,Phone,16.37,1.79,True,4
14225,2025-05-14,2025-05-12,14,102,Bob Smith,Email,24.71,0.29,True,4
14226,2025-05-14,2025-05-12,11,103,Carol White,Phone,17.75,3.14,True,4
14227,2025-05-14,2025-05-12,18,105,Emma Davis,Phone,16.15,2.47,True,2
14228,2025-05-14,2025-05-12,19,104,David Brown,Phone,14.57,0.82,False,1
14229,2025-05-14,2025-05-12,15,101,Alice Johnson,Phone,17.45,2.54,False,2
14230,2025-05-14,2025-05-12,13,103,Carol White,Chat,13.08,0.54,False,2
14231,2025-05-14,2025-05-12,16,106,Frank Miller,WhatsApp,15.18,1.0,True,2
14232,2025-05-14,2025-05-12,9,103,Carol White,WhatsApp,18.39,11.35,True,2
14233,2025-05-14,2025-05-12,11,104,David Brown,Chat,18.42,4.96,True,2
14234,2025-05-14,2025-05-12,14,106,Frank Miller,WhatsApp,5.91,2.35,True,2
14235,2025-05-14,2025-05-12,17,104,David Brown,Chat,15.39,5.59,True,1
14236,2025-05-14,2025-05-12,19,106,Frank Miller,Phone,19.91,1.07,True,2
14237,2025-05-14,2025-05-12,16,103,Carol White,Phone,20.14,1.14,True,1
14238,2025-05-14,2025-05-12,17,102,Bob Smith,WhatsApp,8.52,0.02,True,2
14239,2025-05-14,2025-05-12,18,101,Alice Johnson,Chat,16.23,2.71,False,1
14240,2025-05-14,2025-05-12,16,103,Carol White,Email,17.12,0.37,True,5
14241,2025-05-14,2025-05-12,10,104,David Brown,WhatsApp,21.12,3.78,False,1
14242,2025-05-14,2025-05-12,18,106,Frank Miller,Phone,16.6,1.25,False,1
14243,2025-05-14,2025-05-12,19,105,Emma Davis,Phone,8.04,1.66,True,5
14244,2025-05-14,2025-05-12,16,104,David Brown,Chat,9.61,3.26,True,4
14245,2025-05-14,2025-05-12,13,101,Alice Johnson,Phone,14.31,6.35,True,4
14246,2025-05-14,2025-05-12,11,104,David Brown,Chat,21.58,0.34,True,1
14247,2025-05-14,2025-05-12,10,101,Alice Johnson,Phone,24.36,1.92,True,4
14248,2025-05-14,2025-05-12,11,105,Emma Davis,Email,15.67,5.24,True,5
14249,2025-05-14,2025-05-12,19,104,David Brown,Phone,9.31,0.65,True,2
14250,2025-05-14,2025-05-12,11,106,Frank Miller,Email,9.25,3.53,True,5
14251,2025-05-14,2025-05-12,18,101,Alice Johnson,Chat,21.35,0.34,False,1
14252,2025-05-14,2025-05-12,17,101,Alice Johnson,Email,13.22,2.52,True,4
14253,2025-05-14,2025-05-12,14,104,David Brown,Phone,15.62,1.23,True,2
14254,2025-05-14,2025-05-12,9,101,Alice Johnson,WhatsApp,12.69,4.21,False,3
14255,2025-05-14,2025-05-12,12,101,Alice Johnson,Chat,5.31,7.17,True,2
14256,2025-05-14,2025-05-12,9,101,Alice Johnson,Chat,24.48,6.82,False,2
14257,2025-05-14,2025-05-12,8,102,Bob Smith,Phone,17.59,3.38,True,1
14258,2025-05-14,2025-05-12,9,101,Alice Johnson,Phone,8.03,4.48,True,4
14259,2025-05-14,2025-05-12,17,102,Bob Smith,Email,6.37,3.43,True,3
14260,2025-05-14,2025-05-12,18,103,Carol White,Chat,9.87,2.44,False,2
14261,2025-05-14,2025-05-12,12,104,David Brown,Email,10.32,0.63,False,3
14262,2025-05-14,2025-05-12,13,106,Frank Miller,Email,3.01,0.03,True,3
14263,2025-05-14,2025-05-12,14,106,Frank Miller,WhatsApp,18.85,3.46,True,5
14264,2025-05-14,2025-05-12,13,101,Alice Johnson,Phone,18.03,1.86,True,5
14265,2025-05-14,2025-05-12,15,106,Frank Miller,Phone,17.66,2.01,True,3
14266,2025-05-14,2025-05-12,16,103,Carol White,Phone,12.89,1.49,True,4
14267,2025-05-14,2025-05-12,11,103,Carol White,Phone,13.63,0.52,True,4
14268,2025-05-14,2025-05-12,8,103,Carol White,Phone,12.68,1.22,True,2
14269,2025-05-14,2025-05-12,13,104,David Brown,WhatsApp,9.8,2.9,True,4
14270,2025-05-14,2025-05-12,13,104,David Brown,Phone,13.37,0.71,False,2
14271,2025-05-14,2025-05-12,18,102,Bob Smith,WhatsApp,10.9,3.08,True,5
14272,2025-05-14,2025-05-12,17,101,Alice Johnson,Phone,10.3,0.36,True,4
14273,2025-05-14,2025-05-12,18,101,Alice Johnson,Email,15.97,5.16,True,4
14274,2025-05-14,2025-05-12,17,103,Carol White,Email,19.67,7.61,True,5
14275,2025-05-14,2025-05-12,14,106,Frank Miller,WhatsApp,12.86,0.55,True,2
14276,2025-05-14,2025-05-12,9,106,Frank Miller,Phone,10.08,8.1,True,3
14277,2025-05-14,2025-05-12,18,104,David Brown,Email,19.11,0.81,True,2
14278,2025-05-14,2025-05-12,10,106,Frank Miller,Phone,10.67,7.78,True,4
14279,2025-05-14,2025-05-12,13,101,Alice Johnson,Phone,21.63,1.16,True,2
14280,2025-05-14,2025-05-12,19,106,Frank Miller,Phone,18.34,1.53,True,2
14281,2025-05-14,2025-05-12,15,102,Bob Smith,Phone,18.98,0.2,True,1
14282,2025-05-14,2025-05-12,12,106,Frank Miller,WhatsApp,11.4,0.43,True,3
14283,2025-05-14,2025-05-12,10,101,Alice Johnson,Chat,12.8,3.26,True,1
14284,2025-05-14,2025-05-12,14,106,Frank Miller,Phone,5.21,2.02,True,1
14285,2025-05-14,2025-05-12,18,101,Alice Johnson,Chat,8.49,4.22,True,5
14286,2025-05-14,2025-05-12,11,102,Bob Smith,Email,23.7,3.14,True,4
14287,2025-05-14,2025-05-12,9,103,Carol White,Phone,8.68,0.26,True,2
14288,2025-05-14,2025-05-12,16,105,Emma Davis,Chat,12.42,1.83,True,2
14289,2025-05-14,2025-05-12,8,102,Bob Smith,WhatsApp,14.18,5.33,True,4
14290,2025-05-14,2025-05-12,10,106,Frank Miller,Phone,21.89,2.56,True,5
14291,2025-05-14,2025-05-12,9,102,Bob Smith,Chat,19.44,7.84,True,3
14292,2025-05-14,2025-05-12,12,105,Emma Davis,Chat,12.89,1.95,True,2
14293,2025-05-14,2025-05-12,12,101,Alice Johnson,Phone,13.73,1.88,True,4
14294,2025-05-14,2025-05-12,18,102,Bob Smith,Email,16.16,2.42,True,1
14295,2025-05-14,2025-05-12,17,102,Bob Smith,Phone,16.94,0.14,True,1
14296,2025-05-14,2025-05-12,13,105,Emma Davis,Email,14.92,0.19,True,5
14297,2025-05-14,2025-05-12,14,106,Frank Miller,Phone,10.96,0.29,True,4
14298,2025-05-14,2025-05-12,18,104,David Brown,Chat,14.65,2.15,True,3
14299,2025-05-14,2025-05-12,11,104,David Brown,Chat,10.64,0.2,True,1
14300,2025-05-14,2025-05-12,10,101,Alice Johnson,Phone,8.18,4.83,False,3
14301,2025-05-14,2025-05-12,11,103,Carol White,WhatsApp,16.04,2.83,True,3
14302,2025-05-14,2025-05-12,14,106,Frank Miller,Chat,9.82,1.66,True,2
14303,2025-05-14,2025-05-12,19,101,Alice Johnson,Phone,21.28,5.21,True,2
14304,2025-05-14,2025-05-12,12,103,Carol White,Phone,11.24,1.73,True,2
14305,2025-05-14,2025-05-12,14,103,Carol White,Phone,7.04,8.75,True,4
14306,2025-05-14,2025-05-12,8,101,Alice Johnson,Phone,10.99,10.93,True,2
14307,2025-05-14,2025-05-12,12,106,Frank Miller,WhatsApp,18.4,0.6,True,2
14308,2025-05-14,2025-05-12,14,104,David Brown,Phone,18.11,2.91,True,2
14309,2025-05-14,2025-05-12,10,101,Alice Johnson,Phone,16.58,0.97,True,5
14310,2025-05-14,2025-05-12,10,106,Frank Miller,Phone,14.0,0.6,True,1
14311,2025-05-14,2025-05-12,8,103,Carol White,WhatsApp,10.54,2.52,False,2
14312,2025-05-14,2025-05-12,14,101,Alice Johnson,WhatsApp,16.04,10.18,False,1
14313,2025-05-14,2025-05-12,15,106,Frank Miller,Phone,12.73,0.79,True,4
14314,2025-05-14,2025-05-12,12,101,Alice Johnson,WhatsApp,11.43,1.49,False,2
14315,2025-05-14,2025-05-12,9,105,Emma Davis,Email,6.04,0.51,True,4
14316,2025-05-14,2025-05-12,15,101,Alice Johnson,WhatsApp,12.41,2.0,True,1
14317,2025-05-14,2025-05-12,8,104,David Brown,Chat,16.61,4.74,True,4
14318,2025-05-14,2025-05-12,13,106,Frank Miller,Phone,14.28,1.22,True,3
14319,2025-05-14,2025-05-12,19,106,Frank Miller,Phone,19.71,2.2,True,4
14320,2025-05-14,2025-05-12,14,104,David Brown,Chat,20.21,1.18,True,4
14321,2025-05-14,2025-05-12,17,102,Bob Smith,Phone,18.88,2.06,True,1
14322,2025-05-14,2025-05-12,19,106,Frank Miller,Phone,18.67,2.98,True,4
14323,2025-05-15,2025-05-12,13,103,Carol White,Chat,16.8,2.76,True,2
14324,2025-05-15,2025-05-12,9,105,Emma Davis,Email,10.85,1.92,True,4
14325,2025-05-15,2025-05-12,18,101,Alice Johnson,Phone,5.59,10.52,True,5
14326,2025-05-15,2025-05-12,17,105,Emma Davis,Email,11.19,0.54,True,1
14327,2025-05-15,2025-05-12,15,105,Emma Davis,WhatsApp,23.3,0.15,True,4
14328,2025-05-15,2025-05-12,18,103,Carol White,Phone,17.45,0.07,True,5
14329,2025-05-15,2025-05-12,17,102,Bob Smith,Phone,13.4,0.36,True,5
14330,2025-05-15,2025-05-12,17,101,Alice Johnson,Email,19.21,0.47,True,5
14331,2025-05-15,2025-05-12,16,105,Emma Davis,Phone,16.51,1.5,False,1
14332,2025-05-15,2025-05-12,8,106,Frank Miller,Phone,15.65,0.69,False,3
14333,2025-05-15,2025-05-12,9,103,Carol White,WhatsApp,22.9,4.16,True,1
14334,2025-05-15,2025-05-12,16,101,Alice Johnson,Chat,13.25,4.62,True,2
14335,2025-05-15,2025-05-12,11,101,Alice Johnson,Phone,18.47,0.8,True,3
14336,2025-05-15,2025-05-12,16,106,Frank Miller,Phone,20.81,6.93,False,1
14337,2025-05-15,2025-05-12,8,106,Frank Miller,Email,18.05,0.02,True,1
14338,2025-05-15,2025-05-12,17,105,Emma Davis,Phone,9.82,2.38,True,4
14339,2025-05-15,2025-05-12,11,106,Frank Miller,Phone,17.18,1.38,True,5
14340,2025-05-15,2025-05-12,10,103,Carol White,Phone,15.14,3.37,True,4
14341,2025-05-15,2025-05-12,10,103,Carol White,Phone,16.87,1.34,True,1
14342,2025-05-15,2025-05-12,9,101,Alice Johnson,Phone,14.92,7.02,True,2
14343,2025-05-15,2025-05-12,8,103,Carol White,Phone,17.04,1.27,True,2
14344,2025-05-15,2025-05-12,8,102,Bob Smith,Chat,13.55,3.56,False,2
14345,2025-05-15,2025-05-12,17,105,Emma Davis,Phone,12.19,2.27,True,2
14346,2025-05-15,2025-05-12,16,105,Emma Davis,Email,15.71,0.03,True,1
14347,2025-05-15,2025-05-12,19,104,David Brown,Email,6.66,10.0,True,5
14348,2025-05-15,2025-05-12,15,101,Alice Johnson,Chat,20.68,1.25,False,3
14349,2025-05-15,2025-05-12,13,104,David Brown,Chat,27.82,3.56,True,1
14350,2025-05-15,2025-05-12,15,104,David Brown,Phone,14.11,0.8,True,4
14351,2025-05-15,2025-05-12,9,102,Bob Smith,Phone,14.35,7.89,True,3
14352,2025-05-15,2025-05-12,17,103,Carol White,Phone,13.73,3.38,False,2
14353,2025-05-15,2025-05-12,15,104,David Brown,Chat,7.19,1.15,True,3
14354,2025-05-15,2025-05-12,18,106,Frank Miller,WhatsApp,12.86,1.14,False,1
14355,2025-05-15,2025-05-12,17,102,Bob Smith,Phone,11.7,0.27,True,4
14356,2025-05-15,2025-05-12,18,106,Frank Miller,Chat,12.23,0.77,True,5
14357,2025-05-15,2025-05-12,15,106,Frank Miller,Email,9.32,9.63,True,3
14358,2025-05-15,2025-05-12,18,101,Alice Johnson,WhatsApp,7.44,4.91,True,3
14359,2025-05-15,2025-05-12,16,102,Bob Smith,Chat,14.69,2.33,False,2
14360,2025-05-15,2025-05-12,18,106,Frank Miller,Phone,13.83,0.34,True,1
14361,2025-05-15,2025-05-12,12,104,David Brown,Phone,29.61,5.61,True,5
14362,2025-05-15,2025-05-12,8,101,Alice Johnson,Chat,16.52,10.77,True,1
14363,2025-05-15,2025-05-12,19,106,Frank Miller,Email,15.54,2.16,False,2
14364,2025-05-15,2025-05-12,9,104,David Brown,Chat,14.97,1.84,True,2
14365,2025-05-15,2025-05-12,12,106,Frank Miller,Phone,11.9,8.53,True,4
14366,2025-05-15,2025-05-12,8,102,Bob Smith,Chat,21.45,1.79,True,2
14367,2025-05-15,2025-05-12,8,106,Frank Miller,WhatsApp,17.71,1.28,True,5
14368,2025-05-15,2025-05-12,18,101,Alice Johnson,Email,13.37,2.12,True,2
14369,2025-05-15,2025-05-12,18,104,David Brown,WhatsApp,9.48,0.2,False,3
14370,2025-05-15,2025-05-12,14,106,Frank Miller,Phone,16.34,0.79,True,4
14371,2025-05-15,2025-05-12,13,105,Emma Davis,WhatsApp,12.71,0.27,True,1
14372,2025-05-15,2025-05-12,12,106,Frank Miller,WhatsApp,12.84,0.0,True,5
14373,2025-05-15,2025-05-12,10,104,David Brown,Email,8.63,2.01,False,3
14374,2025-05-15,2025-05-12,9,102,Bob Smith,Email,5.75,0.62,True,5
14375,2025-05-15,2025-05-12,17,106,Frank Miller,WhatsApp,13.62,0.91,True,4
14376,2025-05-15,2025-05-12,16,103,Carol White,Phone,17.83,1.83,False,2
14377,2025-05-15,2025-05-12,18,104,David Brown,Phone,8.0,1.21,True,3
14378,2025-05-15,2025-05-12,19,105,Emma Davis,Phone,8.39,1.48,True,4
14379,2025-05-15,2025-05-12,10,105,Emma Davis,Phone,18.07,0.12,True,3
14380,2025-05-15,2025-05-12,14,101,Alice Johnson,Chat,18.27,1.47,True,2
14381,2025-05-15,2025-05-12,19,102,Bob Smith,WhatsApp,15.9,1.86,True,1
14382,2025-05-15,2025-05-12,11,105,Emma Davis,Phone,10.43,1.64,True,5
14383,2025-05-15,2025-05-12,12,102,Bob Smith,Chat,17.22,3.29,True,4
14384,2025-05-15,2025-05-12,12,106,Frank Miller,Phone,14.36,5.88,True,4
14385,2025-05-15,2025-05-12,15,103,Carol White,Chat,16.45,2.82,True,5
14386,2025-05-15,2025-05-12,19,105,Emma Davis,Phone,11.98,2.32,True,3
14387,2025-05-15,2025-05-12,15,106,Frank Miller,Chat,13.63,0.44,True,4
14388,2025-05-15,2025-05-12,14,102,Bob Smith,Email,20.15,7.64,True,1
14389,2025-05-15,2025-05-12,9,105,Emma Davis,Phone,14.57,4.59,True,3
14390,2025-05-15,2025-05-12,19,104,David Brown,Chat,13.9,0.15,False,2
14391,2025-05-15,2025-05-12,9,104,David Brown,Email,12.17,9.12,True,2
14392,2025-05-15,2025-05-12,12,101,Alice Johnson,Phone,11.8,0.69,True,3
14393,2025-05-15,2025-05-12,12,103,Carol White,Chat,6.62,0.35,True,2
14394,2025-05-15,2025-05-12,14,103,Carol White,Phone,11.9,2.6,False,1
14395,2025-05-15,2025-05-12,14,105,Emma Davis,Chat,12.63,1.5,True,5
14396,2025-05-15,2025-05-12,18,103,Carol White,Phone,16.53,5.42,True,2
14397,2025-05-15,2025-05-12,10,105,Emma Davis,Chat,17.16,0.18,True,4
14398,2025-05-15,2025-05-12,13,105,Emma Davis,WhatsApp,23.59,1.34,True,5
14399,2025-05-15,2025-05-12,9,105,Emma Davis,Phone,12.56,6.9,True,5
14400,2025-05-15,2025-05-12,17,104,David Brown,Phone,22.94,8.62,False,2
14401,2025-05-15,2025-05-12,9,106,Frank Miller,Phone,16.95,6.43,True,4
14402,2025-05-15,2025-05-12,17,101,Alice Johnson,Phone,9.72,0.79,False,3
14403,2025-05-15,2025-05-12,15,104,David Brown,Chat,12.25,2.34,False,1
14404,2025-05-15,2025-05-12,13,101,Alice Johnson,Chat,14.57,0.6,True,5
14405,2025-05-15,2025-05-12,12,102,Bob Smith,Chat,10.3,1.05,True,2
14406,2025-05-15,2025-05-12,8,102,Bob Smith,Email,16.02,4.09,False,1
14407,2025-05-15,2025-05-12,12,105,Emma Davis,Email,13.36,2.02,True,5
14408,2025-05-15,2025-05-12,18,101,Alice Johnson,Phone,12.23,5.08,True,2
14409,2025-05-15,2025-05-12,11,103,Carol White,Phone,16.2,3.13,True,2
14410,2025-05-15,2025-05-12,19,101,Alice Johnson,Email,15.71,2.72,False,1
14411,2025-05-15,2025-05-12,8,102,Bob Smith,Email,17.34,1.34,True,2
14412,2025-05-15,2025-05-12,14,103,Carol White,Phone,22.05,0.01,True,4
14413,2025-05-15,2025-05-12,9,106,Frank Miller,Phone,11.9,4.27,False,2
14414,2025-05-15,2025-05-12,8,102,Bob Smith,Phone,13.16,10.97,False,3
14415,2025-05-15,2025-05-12,15,106,Frank Miller,Phone,21.53,3.03,True,2
14416,2025-05-15,2025-05-12,15,104,David Brown,WhatsApp,7.44,0.68,False,1
14417,2025-05-15,2025-05-12,15,103,Carol White,Phone,17.77,1.18,True,2
14418,2025-05-15,2025-05-12,12,101,Alice Johnson,Phone,8.78,1.62,False,1
14419,2025-05-15,2025-05-12,16,106,Frank Miller,Phone,16.53,1.75,True,1
14420,2025-05-15,2025-05-12,19,102,Bob Smith,Email,20.69,2.83,True,3
14421,2025-05-15,2025-05-12,12,101,Alice Johnson,WhatsApp,16.36,1.56,True,5
14422,2025-05-15,2025-05-12,14,105,Emma Davis,WhatsApp,12.18,2.2,False,3
14423,2025-05-15,2025-05-12,17,106,Frank Miller,Chat,7.23,2.95,False,3
14424,2025-05-15,2025-05-12,13,106,Frank Miller,WhatsApp,8.04,0.17,True,2
14425,2025-05-15,2025-05-12,16,101,Alice Johnson,Email,11.33,6.57,True,5
14426,2025-05-15,2025-05-12,18,105,Emma Davis,Chat,13.26,3.28,True,2
14427,2025-05-15,2025-05-12,11,102,Bob Smith,Phone,10.69,0.6,False,3
14428,2025-05-15,2025-05-12,18,102,Bob Smith,Phone,19.22,2.37,False,2
14429,2025-05-15,2025-05-12,12,101,Alice Johnson,Chat,13.98,0.98,True,1
14430,2025-05-15,2025-05-12,16,103,Carol White,Phone,18.33,0.96,True,4
14431,2025-05-15,2025-05-12,12,102,Bob Smith,WhatsApp,9.78,0.7,False,3
14432,2025-05-16,2025-05-12,13,105,Emma Davis,Email,13.81,2.27,False,2
14433,2025-05-16,2025-05-12,19,102,Bob Smith,Phone,24.36,1.28,True,5
14434,2025-05-16,2025-05-12,16,103,Carol White,WhatsApp,23.8,0.41,True,2
14435,2025-05-16,2025-05-12,14,102,Bob Smith,Chat,10.94,2.63,False,2
14436,2025-05-16,2025-05-12,16,105,Emma Davis,WhatsApp,18.64,1.97,False,3
14437,2025-05-16,2025-05-12,19,104,David Brown,Phone,10.42,0.74,True,1
14438,2025-05-16,2025-05-12,10,104,David Brown,Phone,11.45,2.96,True,5
14439,2025-05-16,2025-05-12,11,101,Alice Johnson,Phone,7.36,0.49,True,1
14440,2025-05-16,2025-05-12,15,102,Bob Smith,Email,11.79,0.06,True,1
14441,2025-05-16,2025-05-12,19,106,Frank Miller,WhatsApp,9.32,1.12,True,1
14442,2025-05-16,2025-05-12,14,102,Bob Smith,Chat,18.0,2.0,True,4
14443,2025-05-16,2025-05-12,16,101,Alice Johnson,Email,17.18,3.73,False,1
14444,2025-05-16,2025-05-12,12,105,Emma Davis,Chat,9.03,0.55,False,1
14445,2025-05-16,2025-05-12,17,102,Bob Smith,Phone,21.27,4.01,True,3
14446,2025-05-16,2025-05-12,11,103,Carol White,Chat,15.33,5.03,True,3
14447,2025-05-16,2025-05-12,12,102,Bob Smith,Phone,7.34,2.84,True,5
14448,2025-05-16,2025-05-12,10,104,David Brown,Phone,17.27,0.36,True,1
14449,2025-05-16,2025-05-12,18,101,Alice Johnson,Email,13.03,0.88,False,3
14450,2025-05-16,2025-05-12,19,103,Carol White,Email,16.67,9.79,True,1
14451,2025-05-16,2025-05-12,12,102,Bob Smith,Phone,13.39,2.46,True,3
14452,2025-05-16,2025-05-12,10,101,Alice Johnson,Email,12.53,1.01,True,5
14453,2025-05-16,2025-05-12,16,102,Bob Smith,Phone,21.77,1.97,True,5
14454,2025-05-16,2025-05-12,13,101,Alice Johnson,Phone,13.48,4.71,False,3
14455,2025-05-16,2025-05-12,19,102,Bob Smith,WhatsApp,20.44,1.82,True,3
14456,2025-05-16,2025-05-12,10,104,David Brown,Email,17.79,9.45,False,3
14457,2025-05-16,2025-05-12,16,106,Frank Miller,Phone,9.1,4.68,True,5
14458,2025-05-16,2025-05-12,11,103,Carol White,Email,15.51,0.43,True,1
14459,2025-05-16,2025-05-12,11,103,Carol White,Email,18.39,1.94,False,3
14460,2025-05-16,2025-05-12,17,105,Emma Davis,Phone,10.99,3.46,True,4
14461,2025-05-16,2025-05-12,13,103,Carol White,Phone,11.87,4.31,True,1
14462,2025-05-16,2025-05-12,13,102,Bob Smith,Phone,19.66,2.92,True,4
14463,2025-05-16,2025-05-12,10,106,Frank Miller,Phone,13.56,4.02,False,1
14464,2025-05-16,2025-05-12,16,103,Carol White,Phone,8.63,4.66,False,2
14465,2025-05-16,2025-05-12,8,104,David Brown,Phone,5.17,0.73,False,3
14466,2025-05-16,2025-05-12,18,104,David Brown,Phone,18.85,6.02,True,1
14467,2025-05-16,2025-05-12,12,103,Carol White,Phone,14.79,1.57,True,4
14468,2025-05-16,2025-05-12,13,102,Bob Smith,Phone,14.57,5.99,True,1
14469,2025-05-16,2025-05-12,10,101,Alice Johnson,Phone,25.83,7.26,False,1
14470,2025-05-16,2025-05-12,17,105,Emma Davis,Phone,19.2,0.06,True,3
14471,2025-05-16,2025-05-12,8,101,Alice Johnson,Chat,18.69,8.39,True,4
14472,2025-05-16,2025-05-12,19,104,David Brown,Phone,15.25,0.31,True,3
14473,2025-05-16,2025-05-12,15,103,Carol White,Chat,8.22,5.98,False,3
14474,2025-05-16,2025-05-12,9,106,Frank Miller,Email,21.49,12.52,True,4
14475,2025-05-16,2025-05-12,9,105,Emma Davis,Phone,9.79,0.21,True,4
14476,2025-05-16,2025-05-12,15,106,Frank Miller,Phone,12.47,2.14,False,2
14477,2025-05-16,2025-05-12,17,104,David Brown,WhatsApp,14.25,0.76,True,2
14478,2025-05-16,2025-05-12,18,105,Emma Davis,Phone,12.26,3.54,True,1
14479,2025-05-16,2025-05-12,8,101,Alice Johnson,Phone,13.47,2.11,True,4
14480,2025-05-16,2025-05-12,13,106,Frank Miller,Phone,13.94,0.39,True,1
14481,2025-05-16,2025-05-12,8,104,David Brown,Chat,17.07,4.36,True,4
14482,2025-05-16,2025-05-12,11,105,Emma Davis,Phone,17.26,5.33,False,3
14483,2025-05-16,2025-05-12,11,102,Bob Smith,Phone,17.15,0.52,True,2
14484,2025-05-16,2025-05-12,18,103,Carol White,Chat,10.51,0.6,True,3
14485,2025-05-16,2025-05-12,12,102,Bob Smith,Email,16.04,7.22,True,1
14486,2025-05-16,2025-05-12,18,102,Bob Smith,Phone,14.52,2.66,False,3
14487,2025-05-16,2025-05-12,13,101,Alice Johnson,Email,13.92,0.0,True,5
14488,2025-05-16,2025-05-12,15,104,David Brown,Phone,6.72,2.2,True,1
14489,2025-05-16,2025-05-12,10,104,David Brown,Chat,12.67,3.61,True,5
14490,2025-05-16,2025-05-12,11,105,Emma Davis,Phone,17.3,2.06,True,2
14491,2025-05-16,2025-05-12,18,106,Frank Miller,Chat,12.76,1.01,False,3
14492,2025-05-16,2025-05-12,19,105,Emma Davis,Phone,20.46,3.38,True,4
14493,2025-05-16,2025-05-12,13,101,Alice Johnson,Chat,16.9,3.14,True,2
14494,2025-05-16,2025-05-12,11,105,Emma Davis,Chat,19.69,2.08,True,2
14495,2025-05-16,2025-05-12,13,106,Frank Miller,WhatsApp,12.61,1.8,True,3
14496,2025-05-16,2025-05-12,11,103,Carol White,Phone,25.86,1.03,True,3
14497,2025-05-16,2025-05-12,17,103,Carol White,Phone,15.22,1.89,True,1
14498,2025-05-16,2025-05-12,19,103,Carol White,Phone,22.99,0.78,True,3
14499,2025-05-16,2025-05-12,13,106,Frank Miller,WhatsApp,20.74,3.75,True,4
14500,2025-05-16,2025-05-12,19,103,Carol White,Phone,18.95,1.45,True,4
14501,2025-05-16,2025-05-12,19,106,Frank Miller,Chat,15.02,4.64,True,4
14502,2025-05-16,2025-05-12,15,105,Emma Davis,Chat,7.93,4.76,True,4
14503,2025-05-16,2025-05-12,8,101,Alice Johnson,Phone,21.42,4.73,True,5
14504,2025-05-16,2025-05-12,10,103,Carol White,WhatsApp,26.37,1.24,True,1
14505,2025-05-16,2025-05-12,8,102,Bob Smith,Phone,11.75,4.11,True,4
14506,2025-05-16,2025-05-12,17,101,Alice Johnson,WhatsApp,15.39,0.33,True,3
14507,2025-05-16,2025-05-12,16,102,Bob Smith,Chat,18.39,6.19,False,2
14508,2025-05-16,2025-05-12,15,103,Carol White,Chat,19.24,7.51,True,2
14509,2025-05-16,2025-05-12,14,104,David Brown,Phone,19.86,2.14,True,5
14510,2025-05-16,2025-05-12,15,103,Carol White,Phone,7.72,2.67,True,5
14511,2025-05-16,2025-05-12,16,102,Bob Smith,Phone,10.64,1.04,True,4
14512,2025-05-16,2025-05-12,11,102,Bob Smith,Email,13.24,4.41,True,5
14513,2025-05-16,2025-05-12,14,103,Carol White,Email,18.93,3.82,True,2
14514,2025-05-16,2025-05-12,16,106,Frank Miller,Chat,14.48,2.32,True,2
14515,2025-05-16,2025-05-12,14,103,Carol White,Email,15.33,2.55,True,4
14516,2025-05-16,2025-05-12,16,104,David Brown,WhatsApp,13.91,0.05,True,3
14517,2025-05-16,2025-05-12,18,101,Alice Johnson,Chat,21.36,2.87,True,5
14518,2025-05-16,2025-05-12,15,101,Alice Johnson,Chat,13.91,1.9,True,5
14519,2025-05-16,2025-05-12,11,101,Alice Johnson,Phone,17.84,1.72,True,5
14520,2025-05-16,2025-05-12,10,105,Emma Davis,Phone,12.68,0.58,True,4
14521,2025-05-16,2025-05-12,19,102,Bob Smith,Phone,13.17,2.31,True,3
14522,2025-05-16,2025-05-12,18,101,Alice Johnson,Email,23.18,0.56,True,3
14523,2025-05-16,2025-05-12,10,103,Carol White,Phone,9.85,3.15,True,5
14524,2025-05-16,2025-05-12,19,104,David Brown,WhatsApp,2.94,1.52,True,1
14525,2025-05-16,2025-05-12,17,102,Bob Smith,WhatsApp,14.03,5.69,True,1
